DATE,TMIN,DAY,year,month
1942-11-24,-2.8942881677760717,24,1942,11
1942-12-28,-3.8239655871309104,28,1942,12
1943-01-08,-4.485255909711556,8,1943,1
1943-02-22,-4.510716739204643,22,1943,2
1943-03-10,-3.4465462322922016,10,1943,3
1943-04-07,0.745711832223928,7,1943,4
1943-05-02,2.414744090288445,2,1943,5
1943-06-18,4.472378498890596,18,1943,6
1943-07-04,6.330873122546508,4,1943,7
1943-08-12,7.030873122546509,12,1943,8
1943-09-23,3.4357118322239275,23,1943,9
1943-10-15,2.59861505803038,15,1943,10
1943-11-20,-3.8842881677760714,20,1943,11
1943-12-16,-6.411062361324459,16,1943,12
1944-01-05,-3.311062361324459,5,1944,1
1944-02-21,-7.728081271224347,21,1944,2
1944-03-05,-6.385255909711556,5,1944,3
1944-04-01,-0.4676215011094049,1,1944,4
1944-05-08,0.12442150964328302,8,1944,5
1944-06-23,3.9223784988905956,23,1944,6
1944-07-17,6.827647316094896,17,1944,7
1944-08-30,8.414744090288444,30,1944,8
1944-09-10,3.7823784988905915,10,1944,9
1944-10-31,-0.04332042584058815,31,1944,10
1944-11-16,-2.470954834442739,16,1944,11
1944-12-26,-5.985255909711555,26,1944,12
1945-01-26,-11.372352683905103,26,1945,1
1945-02-22,-2.496431024918929,22,1945,2
1945-03-02,-1.7852559097115561,2,1945,3
1945-04-30,-0.22428816777607175,30,1945,4
1945-05-01,3.8631311870626375,1,1945,5
1945-06-17,5.582378498890594,17,1945,6
1945-07-17,7.076034412869089,17,1945,7
1945-08-07,6.3792602193207,7,1945,8
1945-09-26,5.122378498890597,26,1945,9
1945-10-05,1.9566795741594118,5,1945,10
1945-11-16,-3.1776215011094053,16,1945,11
1945-12-09,-4.9110623613244595,9,1945,12
1946-01-18,-8.472352683905104,18,1946,1
1946-02-28,-3.828573882061786,28,1946,2
1946-03-17,-4.107836554872846,17,1946,3
1946-04-11,-0.9976215011094052,11,1946,4
1946-05-15,1.7631311870626378,15,1946,5
1946-06-21,3.6990451655572594,21,1946,6
1946-07-15,6.6276473160948965,15,1946,7
1946-08-16,5.505066670933606,16,1946,8
1946-09-14,4.969045165557261,14,1946,9
1946-10-25,0.34055054190134726,25,1946,10
1946-11-09,-1.8709548344427382,9,1946,11
1946-12-21,-8.36912687745349,21,1946,12
1947-01-29,-8.985255909711556,29,1947,1
1947-02-24,-12.182145310633214,24,1947,2
1947-03-02,-4.804610748421233,2,1947,3
1947-04-10,-0.39762150110940553,10,1947,4
1947-05-02,4.001840864481992,2,1947,5
1947-06-13,6.192378498890597,13,1947,6
1947-07-06,7.795389251578768,6,1947,7
1947-08-31,8.353453767707798,31,1947,8
1947-09-24,6.095711832223928,24,1947,9
1947-10-29,-0.2594494580986524,29,1947,10
1947-11-28,-1.7742881677760716,28,1947,11
1947-12-19,-4.282030103259943,19,1947,12
1948-01-20,-2.775578490356717,20,1948,1
1948-02-20,-6.028081271224347,20,1948,2
1948-03-02,-2.2917075226147823,2,1948,3
1948-04-06,-0.1676215011094051,6,1948,4
1948-05-04,2.5018408644819923,4,1948,5
1948-06-21,4.579045165557262,21,1948,6
1948-07-07,6.527647316094897,7,1948,7
1948-08-29,6.269582799965865,29,1948,8
1948-09-22,4.34904516555726,22,1948,9
1948-10-28,0.07280860641747644,28,1948,10
1948-11-09,-3.004288167776072,9,1948,11
1948-12-26,-4.60138494196962,26,1948,12
1949-01-24,-4.394933329066395,24,1949,1
1949-02-03,-5.128573882061786,3,1949,2
1949-03-07,-6.069126877453491,7,1949,3
1949-04-09,-0.01428816777607178,9,1949,4
1949-05-08,0.7824860257723145,8,1949,5
1949-06-17,3.069045165557262,17,1949,6
1949-07-07,6.476034412869088,7,1949,7
1949-08-13,6.37603441286909,13,1949,8
1949-09-18,7.692378498890597,18,1949,9
1949-10-30,2.108292477385219,30,1949,10
1949-11-03,-3.7076215011094056,3,1949,11
1949-12-14,-5.094933329066395,14,1949,12
1950-01-25,-7.252997845195427,25,1950,1
1950-02-28,-3.146431024918929,28,1950,2
1950-03-02,-2.9175139742276848,2,1950,3
1950-04-26,-2.1242881677760717,26,1950,4
1950-05-07,2.7728086064174766,7,1950,5
1950-06-10,6.425711832223928,10,1950,6
1950-07-30,7.472808606417478,30,1950,7
1950-08-17,7.137324735449732,17,1950,8
1950-09-22,4.479045165557262,22,1950,9
1950-10-27,0.030873122546508647,27,1950,10
1950-11-27,-2.0676215011094055,27,1950,11
1950-12-30,-9.594933329066395,30,1950,12
1951-01-04,-3.598159135518007,4,1951,1
1951-02-28,-4.421431024918929,28,1951,2
1951-03-05,-4.975578490356717,5,1951,3
1951-04-15,-2.9342881677760717,15,1951,4
1951-05-13,1.6018408644819928,13,1951,5
1951-06-18,4.235711832223928,18,1951,6
1951-07-16,6.079260219320701,16,1951,7
1951-08-16,7.047002154804573,16,1951,8
1951-09-20,5.579045165557262,20,1951,9
1951-10-16,-1.036868812937362,16,1951,10
1951-11-27,0.18237849889059543,27,1951,11
1951-12-13,-3.859449458098652,13,1951,12
1952-01-28,-5.885255909711556,28,1952,1
1952-02-16,-6.676357133293314,16,1952,2
1952-03-14,-2.775578490356717,14,1952,3
1952-04-02,0.18237849889059543,2,1952,4
1952-05-14,3.292163445127154,14,1952,5
1952-06-08,4.732378498890594,8,1952,6
1952-07-28,7.2405505419013485,28,1952,7
1952-08-18,7.311518283836832,18,1952,8
1952-09-20,1.579045165557262,20,1952,9
1952-10-12,-0.8110623613244581,12,1952,10
1952-11-18,-4.987621501109405,18,1952,11
1952-12-16,-6.440094619388975,16,1952,12
1953-01-14,-7.343320425840588,14,1953,1
1953-02-08,-6.282145310633215,8,1953,2
1953-03-04,-4.585255909711556,4,1953,3
1953-04-11,-1.0309548344427384,11,1953,4
1953-05-11,2.8308731225465094,11,1953,5
1953-06-02,5.522378498890597,2,1953,6
1953-07-11,7.040550541901347,11,1953,7
1953-08-04,6.043776348352961,4,1953,8
1953-09-29,3.8523784988905954,29,1953,9
1953-10-30,2.2663569935142496,30,1953,10
1953-11-25,-2.3276215011094052,25,1953,11
1953-12-31,-2.2336430064857495,31,1953,12
1954-01-31,-9.123965587130911,31,1954,1
1954-02-01,-8.0178595963475,1,1954,2
1954-03-02,-2.514288167776072,2,1954,3
1954-04-18,-3.234288167776072,18,1954,4
1954-05-07,2.092163445127155,7,1954,5
1954-06-15,4.6423784988905945,15,1954,6
1954-07-07,4.850227961256189,7,1954,7
1954-08-17,6.295389251578768,17,1954,8
1954-09-30,3.862378498890597,30,1954,9
1954-10-26,2.592163445127155,26,1954,10
1954-11-21,-2.587621501109405,21,1954,11
1954-12-16,-2.9465462322922016,16,1954,12
1955-01-14,-7.020739780679297,14,1955,1
1955-02-16,-8.667859596347501,16,1955,2
1955-03-01,-7.043320425840587,1,1955,3
1955-04-25,-1.6909548344427385,25,1955,4
1955-05-22,0.2728086064174766,22,1955,5
1955-06-11,4.139045165557262,11,1955,6
1955-07-03,7.482486025772315,3,1955,7
1955-08-07,7.56635699351425,7,1955,8
1955-09-18,4.372378498890597,18,1955,9
1955-10-31,-0.2400946193889748,31,1955,10
1955-11-02,-2.497621501109405,2,1955,11
1955-12-13,-3.6949333290663944,13,1955,12
1956-01-31,-6.2659010710018785,31,1956,1
1956-02-02,-16.07635713329331,2,1956,2
1956-03-16,-3.5755784903567176,16,1956,3
1956-04-07,-3.717621501109405,7,1956,4
1956-05-20,1.7308731225465088,20,1956,5
1956-06-16,2.8857118322239286,16,1956,6
1956-07-31,6.692163445127153,31,1956,7
1956-08-31,4.653453767707799,31,1956,8
1956-09-17,5.709045165557261,17,1956,9
1956-10-31,0.930873122546509,31,1956,10
1956-11-24,-3.817621501109405,24,1956,11
1956-12-25,-2.2917075226147823,25,1956,12
1957-01-17,-5.520739780679298,17,1957,1
1957-02-21,-2.628573882061786,21,1957,2
1957-03-01,-0.09170752261478121,1,1957,3
1957-04-14,-1.9476215011094054,14,1957,4
1957-05-07,0.05345376770779886,7,1957,5
1957-06-25,5.322378498890596,25,1957,6
1957-07-17,7.766356993514248,17,1957,7
1957-08-29,6.017969896740058,29,1957,8
1957-09-30,3.8790451655572626,30,1957,9
1957-10-23,1.4179698967400576,23,1957,10
1957-11-30,-2.177621501109406,30,1957,11
1957-12-16,-5.636868812937362,16,1957,12
1958-01-25,-5.530417200034137,25,1958,1
1958-02-27,-4.7928595963475,27,1958,2
1958-03-23,-6.275578490356716,23,1958,3
1958-04-02,-3.504288167776072,2,1958,4
1958-05-04,2.463131187062639,4,1958,5
1958-06-14,4.549045165557261,14,1958,6
1958-07-25,6.285711832223929,25,1958,7
1958-08-07,7.453453767707798,7,1958,8
1958-09-27,6.25904516555726,27,1958,9
1958-10-29,1.8889376386755412,29,1958,10
1958-11-13,-3.197621501109405,13,1958,11
1958-12-08,-3.617513974227685,8,1958,12
1959-01-11,-6.723965587130911,11,1959,1
1959-02-07,-7.507145310633215,7,1959,2
1959-03-18,-1.7497720387438145,18,1959,3
1959-04-21,-0.3576215011094055,21,1959,4
1959-05-05,2.69861505803038,5,1959,5
1959-06-11,4.522378498890597,11,1959,6
1959-07-14,7.37603441286909,14,1959,7
1959-08-30,7.017969896740058,30,1959,8
1959-09-28,3.755711832223928,28,1959,9
1959-10-29,1.0889376386755405,29,1959,10
1959-11-08,-3.0442881677760716,8,1959,11
1959-12-15,-3.2175139742276846,15,1959,12
1960-01-15,-5.959449458098653,15,1960,1
1960-02-08,-5.1556674781208995,8,1960,2
1960-03-08,-2.3788042968083296,8,1960,3
1960-04-27,-1.0176215011094047,27,1960,4
1960-05-02,2.505066670933606,2,1960,5
1960-06-29,5.535711832223929,29,1960,6
1960-07-01,5.105066670933604,1,1960,7
1960-08-13,6.259905380611024,13,1960,8
1960-09-28,3.945711832223929,28,1960,9
1960-10-15,2.0405505419013474,15,1960,10
1960-11-10,-0.9309548344427387,10,1960,11
1960-12-18,-4.749772038743814,18,1960,12
1961-01-27,-5.807836554872846,27,1961,1
1961-02-21,-2.4500024534903573,21,1961,2
1961-03-20,-2.4142881677760717,20,1961,3
1961-04-03,1.8923784988905945,3,1961,4
1961-05-28,0.672808606417477,28,1961,5
1961-06-10,4.25904516555726,10,1961,6
1961-07-06,5.108292477385219,6,1961,7
1961-08-13,6.050227961256186,13,1961,8
1961-09-09,7.365711832223929,9,1961,9
1961-10-18,2.3953892515787674,18,1961,10
1961-11-07,-3.464288167776072,7,1961,11
1961-12-27,-6.504610748421233,27,1961,12
1962-01-30,-4.759449458098652,30,1962,1
1962-02-26,-6.517859596347501,26,1962,2
1962-03-15,-6.520739780679298,15,1962,3
1962-04-14,-1.2276215011094056,14,1962,4
1962-05-01,0.6921634451271546,1,1962,5
1962-06-02,3.2157118322239286,2,1962,6
1962-07-05,4.872808606417476,5,1962,7
1962-08-30,5.779260219320704,30,1962,8
1962-09-18,3.0390451655572646,18,1962,9
1962-10-30,0.8566795741594122,30,1962,10
1962-11-22,-3.6009548344427382,22,1962,11
1962-12-23,-8.35622365164704,23,1962,12
1963-01-18,-13.440094619388976,18,1963,1
1963-02-06,-11.221431024918928,6,1963,2
1963-03-02,-3.3820301032599427,2,1963,3
1963-04-13,-0.9142881677760721,13,1963,4
1963-05-04,0.737324735449735,4,1963,5
1963-06-16,5.26904516555726,16,1963,6
1963-07-26,6.082486025772316,26,1963,7
1963-08-29,5.663131187062638,29,1963,8
1963-09-28,4.365711832223929,28,1963,9
1963-10-30,0.3792602193207024,30,1963,10
1963-11-29,-0.3142881677760716,29,1963,11
1963-12-15,-9.20138494196962,15,1963,12
1964-01-18,-7.430417200034136,18,1964,1
1964-02-21,-4.103943340189865,21,1964,2
1964-03-08,-5.294933329066394,8,1964,3
1964-04-07,-0.5676215011094046,7,1964,4
1964-05-15,3.327647316094896,15,1964,5
1964-06-21,4.5123784988905955,21,1964,6
1964-07-05,6.605066670933604,5,1964,7
1964-08-30,6.205066670933609,30,1964,8
1964-09-22,4.602378498890595,22,1964,9
1964-10-25,-1.1046107484212335,25,1964,10
1964-11-07,-1.5676215011094046,7,1964,11
1964-12-29,-5.714288167776072,29,1964,12
1965-01-28,-5.136868812937362,28,1965,1
1965-02-22,-6.610716739204643,22,1965,2
1965-03-03,-3.9239655871309105,3,1965,3
1965-04-20,-1.4809548344427386,20,1965,4
1965-05-21,2.221195703191671,21,1965,5
1965-06-01,4.7623784988905955,1,1965,6
1965-07-04,5.334098928998125,4,1965,7
1965-08-28,5.824421509643282,28,1965,8
1965-09-10,3.5390451655572646,10,1965,9
1965-10-22,0.8147440902884444,22,1965,10
1965-11-16,-4.930954834442739,16,1965,11
1965-12-29,-3.7207397806792972,29,1965,12
1966-01-18,-7.485255909711556,18,1966,1
1966-02-18,-1.8178595963475006,18,1966,2
1966-03-26,-3.5691268774534914,26,1966,3
1966-04-14,0.11237849889059515,14,1966,4
1966-05-08,2.69861505803038,8,1966,5
1966-06-02,6.795711832223929,2,1966,6
1966-07-28,5.837324735449735,28,1966,7
1966-08-24,5.750227961256184,24,1966,8
1966-09-17,4.319045165557262,17,1966,9
1966-10-30,3.163131187062638,30,1966,10
1966-11-03,-3.7076215011094056,3,1966,11
1966-12-26,-3.9981591355180073,26,1966,12
1967-01-07,-4.962675264550265,7,1967,1
1967-02-14,-3.2428595963475,14,1967,2
1967-03-31,-2.5723526839051036,31,1967,3
1967-04-01,-2.6609548344427387,1,1967,4
1967-05-03,2.101840864481992,3,1967,5
1967-06-10,4.449045165557259,10,1967,6
1967-07-10,7.143776348352961,10,1967,7
1967-08-04,6.682486025772316,4,1967,8
1967-09-10,4.535711832223929,10,1967,9
1967-10-19,2.6695827999658635,19,1967,10
1967-11-19,-3.8542881677760716,19,1967,11
1967-12-11,-6.033643006485749,11,1967,12
1968-01-13,-6.085255909711556,13,1968,1
1968-02-26,-6.176357133293313,26,1968,2
1968-03-01,-2.807836554872846,1,1968,3
1968-04-06,-1.1442881677760717,6,1968,4
1968-05-18,0.6179698967400569,18,1968,5
1968-06-08,5.062378498890594,8,1968,6
1968-07-20,5.6276473160948965,20,1968,7
1968-08-19,7.3792602193207,19,1968,8
1968-09-30,5.049045165557261,30,1968,9
1968-10-21,3.505066670933606,21,1968,10
1968-11-16,-3.284288167776072,16,1968,11
1968-12-31,-8.352997845195427,31,1968,12
1969-01-05,-3.107836554872846,5,1969,1
1969-02-15,-7.910716739204643,15,1969,2
1969-03-07,-4.936868812937362,7,1969,3
1969-04-19,-2.134288167776072,19,1969,4
1969-05-19,2.7405505419013467,19,1969,5
1969-06-04,4.1423784988905945,4,1969,6
1969-07-10,7.724421509643283,10,1969,7
1969-08-26,6.934098928998121,26,1969,8
1969-09-28,4.5323784988905915,28,1969,9
1969-10-30,2.7824860257723154,30,1969,10
1969-11-29,-2.694288167776072,29,1969,11
1969-12-20,-8.346546232292201,20,1969,12
1970-01-01,-5.282030103259943,1,1970,1
1970-02-15,-6.603573882061786,15,1970,2
1970-03-09,-5.694933329066394,9,1970,3
1970-04-03,-2.7842881677760722,3,1970,4
1970-05-01,2.9340989289981207,1,1970,5
1970-06-03,6.485711832223928,3,1970,6
1970-07-17,5.827647316094896,17,1970,7
1970-08-12,6.317969896740057,12,1970,8
1970-09-24,5.002378498890596,24,1970,9
1970-10-16,1.8308731225465085,16,1970,10
1970-11-16,-0.28428816777607135,16,1970,11
1970-12-31,-6.065901071001878,31,1970,12
1971-01-06,-4.843320425840588,6,1971,1
1971-02-02,-4.453573882061786,2,1971,2
1971-03-07,-6.236868812937362,7,1971,3
1971-04-29,-1.6976215011094054,29,1971,4
1971-05-02,3.527647316094897,2,1971,5
1971-06-16,4.3057118322239285,16,1971,6
1971-07-17,7.356679574159412,17,1971,7
1971-08-09,7.143776348352962,9,1971,8
1971-09-16,3.4657118322239286,16,1971,9
1971-10-15,0.5986150580303802,15,1971,10
1971-11-20,-3.617621501109405,20,1971,11
1971-12-29,-2.8788042968083296,29,1971,12
1972-01-31,-6.111062361324459,31,1972,1
1972-02-01,-4.276357133293313,1,1972,2
1972-03-12,-2.50138494196962,12,1972,3
1972-04-25,-1.2842881677760714,25,1972,4
1972-05-13,1.8244215096432832,13,1972,5
1972-06-02,3.569045165557262,2,1972,6
1972-07-12,7.350227961256189,12,1972,7
1972-08-20,5.847002154804572,20,1972,8
1972-09-26,2.165711832223928,26,1972,9
1972-10-19,-0.5755784903567172,19,1972,10
1972-11-15,-2.490954834442739,15,1972,11
1972-12-22,-3.714288167776072,22,1972,12
1973-01-13,-4.765901071001878,13,1973,1
1973-02-28,-5.2428595963475,28,1973,2
1973-03-11,-4.246546232292201,11,1973,3
1973-04-04,-2.984288167776072,4,1973,4
1973-05-12,2.4018408644819926,12,1973,5
1973-06-04,5.432378498890592,4,1973,6
1973-07-24,7.108292477385219,24,1973,7
1973-08-22,7.608292477385219,22,1973,8
1973-09-24,5.199045165557259,24,1973,9
1973-10-13,-0.1562236516470401,13,1973,10
1973-11-29,-3.750954834442738,29,1973,11
1973-12-02,-5.017513974227684,2,1973,12
1974-01-02,-2.47880429680833,2,1974,1
1974-02-28,-4.039288167776071,28,1974,2
1974-03-03,-2.7497720387438136,3,1974,3
1974-04-14,-0.6609548344427383,14,1974,4
1974-05-07,0.9502279612561866,7,1974,5
1974-06-10,4.309045165557261,10,1974,6
1974-07-19,5.105066670933604,19,1974,7
1974-08-28,6.2244215096432844,28,1974,8
1974-09-30,3.2957118322239287,30,1974,9
1974-10-31,-1.440094619388975,31,1974,10
1974-11-06,-1.9476215011094054,6,1974,11
1974-12-12,-1.3723526839051035,12,1974,12
1975-01-03,-2.3788042968083296,3,1975,1
1975-02-16,-5.314288167776072,16,1975,2
1975-03-17,-3.5207397806792975,17,1975,3
1975-04-05,-1.8176215011094055,5,1975,4
1975-05-12,0.9115182838368314,12,1975,5
1975-06-01,4.272378498890597,1,1975,6
1975-07-01,7.337324735449735,1,1975,7
1975-08-23,8.595389251578766,23,1975,8
1975-09-22,5.345711832223928,22,1975,9
1975-10-28,-0.2852559097115561,28,1975,10
1975-11-14,-3.837621501109405,14,1975,11
1975-12-16,-5.698159135518007,16,1975,12
1976-01-30,-4.172352683905103,30,1976,1
1976-02-01,-5.176357133293314,1,1976,2
1976-03-08,-5.720739780679297,8,1976,3
1976-04-09,-2.6909548344427385,9,1976,4
1976-05-14,2.579260219320701,14,1976,5
1976-06-05,6.822378498890596,5,1976,6
1976-07-23,8.38893763867554,23,1976,7
1976-08-01,6.563131187062637,1,1976,8
1976-09-16,4.09904516555726,16,1976,9
1976-10-17,2.3695827999658627,17,1976,10
1976-11-21,-1.6076215011094055,21,1976,11
1976-12-29,-7.356223651647039,29,1976,12
1977-01-31,-4.933643006485749,31,1977,1
1977-02-28,-3.396431024918929,28,1977,2
1977-03-30,-2.014288167776072,30,1977,3
1977-04-09,-3.514288167776072,9,1977,4
1977-05-09,1.511518283836832,9,1977,5
1977-06-01,4.605711832223927,1,1977,6
1977-07-16,6.892163445127156,16,1977,7
1977-08-10,5.924421509643284,10,1977,8
1977-09-19,3.17904516555726,19,1977,9
1977-10-03,2.6276473160948948,3,1977,10
1977-11-28,-2.090954834442739,28,1977,11
1977-12-21,-3.0271913935825228,21,1977,12
1978-01-05,-5.198159135518007,5,1978,1
1978-02-20,-6.439288167776072,20,1978,2
1978-03-18,-2.5949333290663947,18,1978,3
1978-04-17,-2.5776215011094052,17,1978,4
1978-05-12,2.6921634451271528,12,1978,5
1978-06-11,4.665711832223928,11,1978,6
1978-07-16,5.285711832223929,16,1978,7
1978-08-28,5.143776348352961,28,1978,8
1978-09-20,3.3857118322239286,20,1978,9
1978-10-18,2.1308731225465083,18,1978,10
1978-11-30,-2.867621501109405,30,1978,11
1978-12-31,-5.530417200034137,31,1978,12
1979-01-01,-10.882030103259943,1,1979,1
1979-02-16,-8.039288167776071,16,1979,2
1979-03-24,-4.1465462322922,24,1979,3
1979-04-05,-1.6642881677760721,5,1979,4
1979-05-06,1.5986150580303802,6,1979,5
1979-06-17,5.115711832223929,17,1979,6
1979-07-03,6.143776348352961,3,1979,7
1979-08-28,5.656679574159413,28,1979,8
1979-09-23,3.522378498890597,23,1979,9
1979-10-28,2.301840864481993,28,1979,10
1979-11-23,-3.157621501109405,23,1979,11
1979-12-21,-2.275578490356717,21,1979,12
1980-01-17,-7.327191393582524,17,1980,1
1980-02-27,-2.9729088574312437,27,1980,2
1980-03-21,-3.736868812937362,21,1980,3
1980-04-07,-1.6609548344427383,7,1980,4
1980-05-05,1.2244215096432836,5,1980,5
1980-06-02,4.845711832223928,2,1980,6
1980-07-22,5.759905380611024,22,1980,7
1980-08-24,7.111518283836831,24,1980,8
1980-09-26,5.672378498890596,26,1980,9
1980-10-19,-0.46912687745349135,19,1980,10
1980-11-04,-3.8342881677760716,4,1980,11
1980-12-08,-5.175578490356717,8,1980,12
1981-01-12,-5.282030103259943,12,1981,1
1981-02-22,-6.971431024918929,22,1981,2
1981-03-04,-0.14009461938897516,4,1981,3
1981-04-24,-0.794288167776072,24,1981,4
1981-05-03,2.624421509643283,3,1981,5
1981-06-18,4.9357118322239275,18,1981,6
1981-07-18,6.914744090288445,18,1981,7
1981-08-18,6.576034412869089,18,1981,8
1981-09-29,5.00904516555726,29,1981,9
1981-10-15,-0.375578490356717,15,1981,10
1981-11-09,-1.9709548344427388,9,1981,11
1981-12-17,-7.085255909711556,17,1981,12
1982-01-13,-6.472352683905104,13,1982,1
1982-02-22,-4.950002453490358,22,1982,2
1982-03-08,-3.8562236516470394,8,1982,3
1982-04-13,-2.3342881677760716,13,1982,4
1982-05-02,2.2728086064174766,2,1982,5
1982-06-15,6.522378498890597,15,1982,6
1982-07-27,8.130873122546507,27,1982,7
1982-08-29,7.472808606417478,29,1982,8
1982-09-22,5.939045165557265,22,1982,9
1982-10-06,2.2244215096432827,6,1982,10
1982-11-30,-0.1776215011094049,30,1982,11
1982-12-31,-4.6691268774534915,31,1982,12
1983-01-01,-2.6917075226147813,1,1983,1
1983-02-14,-7.671431024918929,14,1983,2
1983-03-25,-2.9529978451954264,25,1983,3
1983-04-04,-0.8242881677760714,4,1983,4
1983-05-10,1.866356993514251,10,1983,5
1983-06-16,6.035711832223929,16,1983,6
1983-07-01,10.008292477385218,1,1983,7
1983-08-04,8.027647316094896,4,1983,8
1983-09-07,5.205711832223929,7,1983,9
1983-10-30,1.688937638675542,30,1983,10
1983-11-15,-2.3876215011094053,15,1983,11
1983-12-02,-4.143320425840588,2,1983,12
1984-01-22,-4.788481716163169,22,1984,1
1984-02-17,-5.497046788465727,17,1984,2
1984-03-10,-4.756223651647039,10,1984,3
1984-04-02,-1.6142881677760714,2,1984,4
1984-05-09,1.5405505419013474,9,1984,5
1984-06-10,4.00904516555726,10,1984,6
1984-07-01,6.434098928998121,1,1984,7
1984-08-08,7.966356993514251,8,1984,8
1984-09-24,4.475711832223928,24,1984,9
1984-10-27,2.534098928998122,27,1984,10
1984-11-05,0.8457118322239285,5,1984,11
1984-12-29,-3.636868812937362,29,1984,12
1985-01-08,-11.73364300648575,8,1985,1
1985-02-12,-8.9928595963475,12,1985,2
1985-03-19,-4.588481716163169,19,1985,3
1985-04-26,-0.8309548344427382,26,1985,4
1985-05-03,3.317969896740057,3,1985,5
1985-06-17,4.032378498890597,17,1985,6
1985-07-08,6.840550541901348,8,1985,7
1985-08-27,5.795389251578768,27,1985,8
1985-09-07,4.702378498890597,7,1985,9
1985-10-27,1.721195703191671,27,1985,10
1985-11-19,-5.880954834442738,19,1985,11
1985-12-31,-2.3788042968083296,31,1985,12
1986-01-01,-5.794933329066394,1,1986,1
1986-02-22,-12.110716739204642,22,1986,2
1986-03-03,-4.630417200034136,3,1986,3
1986-04-12,-2.740954834442739,12,1986,4
1986-05-31,2.6599053806110247,31,1986,5
1986-06-04,6.242378498890594,4,1986,6
1986-07-24,6.979260219320705,24,1986,7
1986-08-25,5.592163445127157,25,1986,8
1986-09-09,1.8490451655572615,9,1986,9
1986-10-24,2.7244215096432827,24,1986,10
1986-11-30,-0.8209548344427384,30,1986,11
1986-12-24,-3.3691268774534913,24,1986,12
1987-01-12,-10.769126877453491,12,1987,1
1987-02-01,-5.675002453490357,1,1987,2
1987-03-04,-6.504610748421233,4,1987,3
1987-04-02,1.285711832223928,2,1987,4
1987-05-11,0.32119570319167057,11,1987,5
1987-06-16,4.585711832223928,16,1987,6
1987-07-26,6.950227961256185,26,1987,7
1987-08-06,6.763131187062638,6,1987,8
1987-09-28,5.819045165557262,28,1987,9
1987-10-25,2.02119570319167,25,1987,10
1987-11-30,-1.9742881677760717,30,1987,11
1987-12-10,-3.9465462322922016,10,1987,12
1988-01-23,-2.0497720387438143,23,1988,1
1988-02-28,-4.069460581569175,28,1988,2
1988-03-05,-3.0529978451954265,5,1988,3
1988-04-10,-1.2876215011094034,10,1988,4
1988-05-21,4.124421509643285,21,1988,5
1988-06-23,5.189045165557265,23,1988,6
1988-07-19,6.324421509643282,19,1988,7
1988-08-03,7.043776348352961,3,1988,8
1988-09-30,4.945711832223929,30,1988,9
1988-10-31,2.301840864481993,31,1988,10
1988-11-22,-2.8942881677760717,22,1988,11
1988-12-02,-0.5175139742276844,2,1988,12
1989-01-03,-4.098159135518007,3,1989,1
1989-02-02,-3.560716739204643,2,1989,2
1989-03-18,-0.47880429680833014,18,1989,3
1989-04-27,-2.217621501109405,27,1989,4
1989-05-01,3.711518283836832,1,1989,5
1989-06-01,4.76904516555726,1,1989,6
1989-07-15,7.73409892899812,15,1989,7
1989-08-29,7.114744090288444,29,1989,8
1989-09-04,5.792378498890597,4,1989,9
1989-10-15,3.4921634451271517,15,1989,10
1989-11-26,-3.217621501109405,26,1989,11
1989-12-12,-3.2239655871309107,12,1989,12
1990-01-04,-2.798159135518007,4,1990,1
1990-02-16,-1.221431024918929,16,1990,2
1990-03-03,-1.0723526839051036,3,1990,3
1990-04-05,-1.5742881677760714,5,1990,4
1990-05-26,3.5308731225465086,26,1990,5
1990-06-05,5.022378498890597,5,1990,6
1990-07-04,6.414744090288445,4,1990,7
1990-08-08,8.011518283836832,8,1990,8
1990-09-17,3.0023784988905957,17,1990,9
1990-10-08,3.2470021548045738,8,1990,10
1990-11-23,-2.217621501109405,23,1990,11
1990-12-01,-4.369126877453491,1,1990,12
1991-01-30,-4.9046107484212325,30,1991,1
1991-02-07,-8.903573882061785,7,1991,2
1991-03-30,0.1437763483529606,30,1991,3
1991-04-21,-1.6076215011094055,21,1991,4
1991-05-04,-0.030417200034136727,4,1991,5
1991-06-05,3.6323784988905965,5,1991,6
1991-07-10,8.624421509643284,10,1991,7
1991-08-19,7.659905380611026,19,1991,8
1991-09-30,5.799045165557261,30,1991,9
1991-10-27,1.2179698967400565,27,1991,10
1991-11-22,-2.9142881677760717,22,1991,11
1991-12-11,-4.707836554872846,11,1991,12
1992-01-23,-5.611062361324459,23,1992,1
1992-02-19,-3.9211847195002094,19,1992,2
1992-03-16,-1.827191393582523,16,1992,3
1992-04-05,-0.9676215011094049,5,1992,4
1992-05-04,4.398615058030381,4,1992,5
1992-06-19,6.312378498890594,19,1992,6
1992-07-28,7.6695827999658635,28,1992,7
1992-08-31,7.930873122546509,31,1992,8
1992-09-06,4.712378498890597,6,1992,9
1992-10-14,-1.2465462322922,14,1992,10
1992-11-01,-0.9409548344427385,1,1992,11
1992-12-31,-4.085255909711556,31,1992,12
1993-01-03,-3.2433204258405883,3,1993,1
1993-02-24,-5.8071453106332145,24,1993,2
1993-03-04,-3.098159135518007,4,1993,3
1993-04-03,1.6657118322239288,3,1993,4
1993-05-06,4.324421509643282,6,1993,5
1993-06-25,5.802378498890595,25,1993,6
1993-07-11,6.737324735449737,11,1993,7
1993-08-24,5.06635699351425,24,1993,8
1993-09-18,4.3590451655572595,18,1993,9
