date,Prec
1997-12-11,11.0
1998-01-05,11.6
1998-02-27,5.5
1998-03-06,21.9
1998-04-07,20.3
1998-05-27,9.3
1998-06-30,13.0
1998-07-29,8.6
1998-08-23,25.6
1998-09-13,23.5
1998-10-31,24.1
1998-11-29,12.6
1998-12-05,15.0
1999-01-16,16.3
1999-02-07,11.9
1999-03-01,11.8
1999-04-21,12.2
1999-05-19,13.1
1999-06-20,17.3
1999-07-04,19.3
1999-08-09,33.0
1999-09-30,7.6
1999-10-22,8.1
1999-11-01,8.2
1999-12-26,31.6
2000-01-22,8.2
2000-02-24,11.0
2000-03-03,20.9
2000-04-22,22.0
2000-05-11,15.4
2000-06-05,16.1
2000-07-11,15.0
2000-08-03,10.6
2000-09-16,22.4
2000-10-18,14.5
2000-11-12,11.8
2000-12-02,9.2
2001-01-05,14.8
2001-02-12,19.8
2001-03-18,20.4
2001-04-10,21.8
2001-05-16,19.0
2001-06-16,17.5
2001-07-22,37.3
2001-08-07,9.3
2001-09-17,27.1
2001-10-06,28.5
2001-11-07,16.8
2001-12-21,19.8
2002-01-26,18.8
2002-02-19,28.0
2002-03-20,13.0
2002-04-14,7.5
2002-05-05,12.3
2002-06-04,26.7
2002-07-03,17.4
2002-08-23,38.9
2002-09-26,6.1
2002-10-05,16.0
2002-11-08,18.3
2002-12-29,22.8
2003-01-01,20.6
2003-02-04,9.0
2003-03-11,14.3
2003-04-30,15.2
2003-05-05,17.7
2003-06-08,10.7
2003-07-26,18.6
2003-08-28,32.3
2003-09-22,8.2
2003-10-03,20.6
2003-11-02,13.9
2003-12-13,11.3
2004-01-12,37.5
2004-02-10,8.5
2004-03-19,5.0
2004-04-30,6.1
2004-05-07,20.8
2004-06-02,20.5
2004-07-22,29.5
2004-08-13,22.1
2004-09-24,26.7
2004-10-20,43.4
2004-11-18,43.6
2004-12-17,24.5
2005-01-17,8.7
2005-02-10,25.0
2005-03-25,9.2
2005-04-04,9.9
2005-05-04,9.4
2005-06-29,32.4
2005-07-29,33.4
2005-08-13,12.9
2005-09-10,37.4
2005-10-22,13.3
2005-11-25,19.3
2005-12-16,8.7
2006-01-17,8.1
2006-02-20,15.0
2006-03-30,11.4
2006-04-03,8.5
2006-05-26,15.2
2006-06-25,13.9
2006-07-22,29.1
2006-08-21,37.3
2006-09-30,2.9
2006-10-06,14.9
2006-11-20,13.2
2006-12-11,18.4
2007-01-17,14.0
2007-02-28,17.7
2007-03-06,11.5
2007-04-01,0.0
2007-05-18,14.9
2007-06-14,40.3
2007-07-20,17.4
2007-08-09,18.2
2007-09-27,13.2
2007-10-29,18.5
2007-11-30,11.5
2007-12-02,23.5
2008-01-04,10.0
2008-02-29,11.3
2008-03-15,22.2
2008-04-14,10.5
2008-05-16,22.0
2008-06-06,18.8
2008-07-02,23.8
2008-08-03,36.4
2008-09-30,31.8
2008-10-05,25.8
2008-11-10,14.8
2008-12-02,12.3
2009-01-22,20.4
2009-02-09,14.8
2009-03-23,12.6
2009-04-16,17.9
2009-05-25,12.0
2009-06-09,23.8
2009-07-23,12.5
2009-08-02,8.6
2009-09-14,7.2
2009-10-07,61.8
2009-11-03,17.4
2009-12-29,13.4
2010-01-16,9.6
2010-02-28,11.9
2010-03-28,11.0
2010-04-07,6.7
2010-05-26,19.6
2010-06-09,13.1
2010-07-14,25.5
2010-08-15,53.9
2010-09-08,27.7
2010-10-19,16.4
2010-11-13,40.5
2010-12-04,17.8
2011-01-12,25.5
2011-02-10,13.2
2011-03-30,10.6
2011-04-22,9.1
2011-05-21,8.3
2011-06-28,21.3
2011-07-16,16.0
2011-08-23,44.3
2011-09-03,39.1
2011-10-08,10.4
2011-11-01,4.0
2011-12-16,24.6
2012-01-19,13.9
2012-02-15,8.4
2012-03-04,11.9
2012-04-30,13.8
2012-05-09,16.7
2012-06-17,21.6
2012-07-14,23.6
2012-08-03,5.8
2012-09-26,15.1
2012-10-03,43.5
2012-11-02,8.5
2012-12-22,29.2
2013-01-29,10.4
2013-02-07,13.6
2013-03-11,11.1
2013-04-09,8.5
2013-05-28,31.8
2013-06-28,12.5
2013-07-27,37.8
2013-08-07,19.8
2013-09-13,8.7
2013-10-14,15.8
2013-11-07,15.9
2013-12-24,26.3
2014-01-20,10.6
2014-02-06,11.3
2014-03-21,4.8
2014-04-21,8.3
2014-05-10,9.4
2014-06-04,33.8
2014-07-09,36.5
2014-08-26,29.9
2014-09-20,4.7
2014-10-21,8.6
2014-11-14,17.0
2014-12-27,17.5
2015-01-08,21.5
2015-02-20,16.7
2015-03-29,16.7
2015-04-01,7.6
2015-05-04,13.2
2015-06-05,23.6
2015-07-18,7.5
2015-08-15,19.0
2015-09-14,8.3
2015-10-05,10.6
2015-11-30,31.5
2015-12-10,7.5
2016-01-14,24.7
2016-02-09,19.9
2016-03-02,12.6
2016-04-25,10.2
2016-05-30,35.7
2016-06-07,36.7
2016-07-22,21.5
2016-08-03,13.4
2016-09-04,4.6
2016-10-14,12.8
2016-11-15,20.9
2016-12-21,12.0
2017-01-12,21.7
2017-02-22,7.5
2017-03-08,12.3
2017-04-17,3.6
2017-05-28,8.8
2017-06-30,14.8
2017-07-19,10.5
2017-08-30,22.2
2017-09-14,17.7
2017-10-05,6.3
2017-11-12,14.8
2017-12-11,22.5
2018-01-15,11.6
2018-02-14,5.4
2018-03-31,8.9
2018-04-29,31.4
2018-05-23,5.8
2018-06-01,8.4
2018-07-26,27.8
2018-08-16,33.3
2018-09-23,23.0
2018-10-29,23.1
2018-11-11,19.3
2018-12-20,17.1
2019-01-27,14.8
2019-02-02,14.5
2019-03-14,18.7
2019-04-09,11.7
2019-05-03,9.8
2019-06-05,29.1
2019-07-27,32.8
2019-08-12,12.4
2019-09-24,14.5
2019-10-01,24.0
2019-11-28,11.8
2019-12-13,9.2
2020-01-09,13.4
2020-02-03,11.7
2020-03-05,18.8
2020-04-28,7.8
2020-05-10,2.2
2020-06-30,32.5
2020-07-08,5.8
2020-08-14,11.0
2020-09-26,38.0
2020-10-24,8.8
2020-11-30,11.3
2020-12-27,13.2
2021-01-11,22.9
2021-02-06,13.0
2021-03-04,10.7
2021-04-10,19.8
2021-05-17,15.4
2021-06-04,35.2
2021-07-15,57.8
2021-08-21,33.6
2021-09-10,7.6
2021-10-31,24.5
2021-11-26,7.4
2021-12-01,17.0
2022-01-08,17.1
2022-02-06,21.4
2022-03-31,1.5
2022-04-25,11.0
2022-05-19,22.2
2022-06-08,20.1
2022-07-20,2.3
2022-08-19,13.2
2022-09-08,15.4
2022-10-24,6.3
2022-11-16,14.7
2022-12-25,23.4
2023-01-16,12.4
2023-02-22,3.6
2023-03-30,15.8
2023-04-01,9.8
2023-05-09,20.2
2023-06-22,21.5
2023-07-23,38.0
2023-08-05,25.5
2023-09-21,25.0
2023-10-12,6.7
