date,TXx,TXn,TNx,TNn
1941-01-01,9.5,-7.9,6.3,-10.2
1941-02-01,13.4,-3.7,8.7,-8.2
1941-03-01,15.5,2.1,8.5,-2.8
1941-04-01,17.9,5.8,7.9,-1.5
1941-05-01,21.8,7.4,10.4,-1.1
1941-06-01,30.9,13.7,20.3,3.9
1941-07-01,33.4,16.8,18.9,7.5
1941-08-01,23.6,14.6,15.1,8.8
1941-09-01,25.5,13.8,14.6,4.4
1941-10-01,23.4,3.7,13.9,0.0
1941-11-01,14.6,-0.4,9.4,-4.7
1941-12-01,13.1,-1.6,8.8,-8.7
1942-01-01,6.2,-9.6,1.7,-17.6
1942-02-01,4.1,-7.1,-0.5,-14.1
1942-03-01,16.4,-1.4,8.4,-3.5
1942-04-01,19.4,8.9,9.5,2.2
1942-05-01,27.0,8.7,12.3,-0.6
1942-06-01,27.7,14.6,16.2,5.8
1942-07-01,31.3,12.0,17.4,8.7
1942-08-01,31.5,15.8,19.4,9.1
1942-09-01,29.3,13.3,17.2,6.8
1942-10-01,24.1,10.9,14.3,5.0
1942-11-01,14.2,2.9,8.8,-2.6
1942-12-01,14.0,-1.4,7.5,-5.6
1943-01-01,13.5,-3.0,8.1,-6.9
1943-02-01,11.9,3.2,7.0,-3.3
1943-03-01,19.5,6.2,11.2,-1.3
1943-04-01,23.5,8.1,11.5,1.6
1943-05-01,28.8,8.4,13.7,4.9
1943-06-01,27.5,14.6,15.5,7.1
1943-07-01,31.7,15.9,17.2,6.7
1943-08-01,31.2,16.7,18.7,9.0
1943-09-01,28.6,8.3,18.3,3.6
1943-10-01,19.6,8.7,12.2,2.8
1943-11-01,17.9,-0.2,9.8,-2.4
1943-12-01,10.9,-1.7,4.9,-7.0
1944-01-01,11.3,0.3,7.7,-2.8
1944-02-01,10.5,-2.1,5.7,-6.6
1944-03-01,14.1,-0.3,4.8,-6.2
1944-04-01,22.4,7.3,10.2,-2.3
1944-05-01,31.8,10.0,17.4,-1.8
1944-06-01,24.8,10.6,13.4,5.7
1944-07-01,30.2,15.6,16.7,9.8
1944-08-01,32.4,17.5,19.0,10.4
1944-09-01,23.2,13.2,14.6,3.8
1944-10-01,17.5,6.8,9.2,0.5
1944-11-01,14.7,2.6,11.0,-1.4
1944-12-01,10.5,-0.7,6.6,-7.2
1945-01-01,5.2,-4.7,2.8,-13.6
1945-02-01,14.1,5.1,8.3,-1.1
1945-03-01,21.7,5.1,12.7,-0.8
1945-04-01,24.0,6.9,13.0,0.4
1945-05-01,29.7,7.6,17.4,0.4
1945-06-01,30.2,15.3,17.5,4.8
1945-07-01,33.4,16.0,20.4,8.7
1945-08-01,29.3,15.3,17.2,8.1
1945-09-01,25.8,13.5,19.7,6.8
1945-10-01,20.7,12.9,13.1,1.8
1945-11-01,16.5,0.8,10.5,-2.5
1945-12-01,13.3,-5.5,7.7,-10.4
1946-01-01,13.3,-2.0,8.5,-8.7
1946-02-01,11.6,2.3,8.2,-4.1
1946-03-01,20.2,-0.6,9.4,-4.1
1946-04-01,24.4,9.1,12.1,-1.5
1946-05-01,23.1,8.8,12.4,0.5
1946-06-01,25.3,14.6,13.1,6.9
1946-07-01,30.6,17.1,17.6,8.7
1946-08-01,30.0,15.1,16.0,7.8
1946-09-01,25.7,16.1,16.4,7.1
1946-10-01,23.2,5.5,14.3,-2.6
1946-11-01,15.2,1.8,9.4,-2.3
1946-12-01,9.6,-8.2,3.4,-13.2
1947-01-01,14.8,-5.7,7.7,-14.2
1947-02-01,7.9,-4.6,0.3,-11.5
1947-03-01,16.2,0.7,8.1,-7.2
1947-04-01,21.3,8.8,9.1,0.0
1947-05-01,30.5,8.0,16.6,4.3
1947-06-01,36.8,14.1,20.6,6.9
1947-07-01,33.1,13.9,19.3,8.6
1947-08-01,33.7,18.3,19.1,10.2
1947-09-01,29.3,15.0,18.7,4.2
1947-10-01,24.0,6.3,12.2,-2.4
1947-11-01,15.6,2.0,12.3,-2.1
1947-12-01,11.6,-0.2,6.8,-4.8
1948-01-01,12.5,0.7,10.5,-1.9
1948-02-01,12.5,-6.0,8.3,-10.6
1948-03-01,18.2,7.1,10.3,-1.5
1948-04-01,24.7,7.6,11.6,0.8
1948-05-01,24.8,11.7,12.8,2.2
1948-06-01,29.7,13.0,15.5,5.2
1948-07-01,32.0,12.5,20.9,6.5
1948-08-01,26.9,16.2,18.1,6.7
1948-09-01,26.5,13.8,15.0,4.3
1948-10-01,21.5,5.5,11.6,-1.3
1948-11-01,14.9,3.5,10.4,-3.6
1948-12-01,14.1,-0.6,9.2,-8.6
1949-01-01,13.4,2.9,6.8,-2.6
1949-02-01,16.3,1.3,6.5,-7.0
1949-03-01,17.2,1.3,6.3,-7.0
1949-04-01,26.9,7.6,14.3,-1.1
1949-05-01,22.4,10.1,10.6,-0.2
1949-06-01,27.3,12.5,14.1,2.9
1949-07-01,33.0,15.9,17.7,7.0
1949-08-01,30.2,17.5,16.2,5.4
1949-09-01,31.7,16.3,20.7,9.3
1949-10-01,22.9,2.1,15.0,-3.7
1949-11-01,12.8,2.6,7.0,-3.1
1949-12-01,11.7,1.1,7.1,-3.5
1950-01-01,10.3,-3.3,7.3,-9.9
1950-02-01,17.3,4.3,7.8,-4.4
1950-03-01,15.6,5.5,8.2,-4.2
1950-04-01,19.0,6.7,8.4,-0.3
1950-05-01,25.6,11.3,14.2,3.8
1950-06-01,30.0,15.8,18.0,6.6
1950-07-01,29.0,19.9,16.9,9.1
1950-08-01,28.9,16.9,17.8,8.1
1950-09-01,21.5,12.1,14.5,6.1
1950-10-01,21.0,4.0,11.6,-4.8
1950-11-01,15.3,5.3,7.2,-1.1
1950-12-01,10.4,-7.2,6.8,-16.4
1951-01-01,10.1,1.5,6.6,-0.8
1951-02-01,11.6,3.8,5.0,-1.6
1951-03-01,17.2,2.4,10.4,-4.5
1951-04-01,23.2,4.9,9.3,-0.8
1951-05-01,25.5,9.1,13.6,2.8
1951-06-01,25.4,14.0,16.4,7.0
1951-07-01,28.7,13.3,19.3,7.1
1951-08-01,26.6,16.8,17.7,8.4
1951-09-01,27.0,15.3,17.5,4.7
1951-10-01,19.1,7.7,11.1,-0.3
1951-11-01,15.9,7.2,11.0,-0.1
1951-12-01,12.0,4.3,7.8,-3.1
1952-01-01,10.2,-0.1,4.2,-8.2
1952-02-01,9.7,1.2,3.7,-6.4
1952-03-01,17.0,0.6,7.4,-2.0
1952-04-01,25.0,6.9,12.5,-1.8
1952-05-01,25.5,15.7,13.3,4.4
1952-06-01,30.4,15.8,16.1,4.6
1952-07-01,35.1,16.2,20.1,8.6
1952-08-01,28.2,17.0,17.9,8.9
1952-09-01,22.6,11.5,13.3,2.8
1952-10-01,19.9,7.2,11.7,0.1
1952-11-01,12.1,0.5,7.7,-4.3
1952-12-01,11.0,-1.7,5.0,-6.4
1953-01-01,9.4,-1.9,6.9,-6.8
1953-02-01,14.7,-1.5,7.5,-8.4
1953-03-01,19.6,4.9,9.6,-3.2
1953-04-01,19.7,7.9,10.3,0.8
1953-05-01,29.3,10.9,16.1,2.1
1953-06-01,28.2,11.5,19.5,5.3
1953-07-01,28.1,15.9,18.3,9.0
1953-08-01,30.8,18.1,17.1,7.9
1953-09-01,26.0,14.7,13.2,5.1
1953-10-01,20.3,10.8,12.5,3.2
1953-11-01,14.5,2.4,9.0,-2.4
1953-12-01,15.9,-1.2,10.8,-3.3
1954-01-01,11.9,-6.8,4.9,-12.8
1954-02-01,10.3,-8.2,4.9,-14.6
1954-03-01,16.5,2.0,9.2,-2.6
1954-04-01,17.5,8.3,9.5,0.0
1954-05-01,29.4,9.8,14.7,2.7
1954-06-01,28.8,12.1,15.5,4.8
1954-07-01,24.3,14.9,15.9,5.9
1954-08-01,30.0,12.9,17.8,9.2
1954-09-01,27.5,11.6,15.8,4.1
1954-10-01,21.5,10.6,14.2,2.2
1954-11-01,16.9,3.7,7.8,-2.9
1954-12-01,13.0,3.4,8.2,-1.5
1955-01-01,13.5,-2.7,7.0,-4.6
1955-02-01,12.2,-1.5,6.1,-10.9
1955-03-01,19.8,1.6,11.3,-8.3
1955-04-01,25.6,7.1,11.7,-1.8
1955-05-01,22.4,11.3,11.5,0.0
1955-06-01,25.3,12.6,14.3,2.5
1955-07-01,30.2,16.4,18.5,8.1
1955-08-01,28.9,15.7,18.1,9.1
1955-09-01,25.2,11.5,16.3,7.0
1955-10-01,19.5,5.0,10.3,-1.5
1955-11-01,19.4,3.8,12.7,-3.7
1955-12-01,13.3,0.8,8.4,-3.7
1956-01-01,9.7,0.3,5.2,-12.9
1956-02-01,6.8,-11.5,2.9,-16.4
1956-03-01,19.4,2.0,8.1,-4.6
1956-04-01,17.6,2.8,9.9,-2.9
1956-05-01,28.1,11.7,13.7,0.6
1956-06-01,21.2,10.8,14.2,4.6
1956-07-01,29.4,13.2,16.5,10.4
1956-08-01,25.0,14.6,14.4,6.9
1956-09-01,25.0,15.4,15.2,7.0
1956-10-01,20.3,4.0,14.3,-1.1
1956-11-01,12.8,-1.0,7.7,-6.2
1956-12-01,12.9,-1.7,10.3,-4.8
1957-01-01,12.6,-1.0,10.2,-5.7
1957-02-01,14.4,1.8,8.8,-4.1
1957-03-01,18.5,7.8,9.9,-0.4
1957-04-01,21.4,8.1,8.2,-1.0
1957-05-01,20.9,6.9,10.2,-1.2
1957-06-01,32.7,10.8,18.9,5.6
1957-07-01,34.4,17.0,20.3,9.8
1957-08-01,27.1,14.4,16.3,7.8
1957-09-01,24.3,12.0,15.6,3.5
1957-10-01,18.4,9.0,12.3,2.4
1957-11-01,14.0,2.1,9.4,-1.9
1957-12-01,12.2,-2.3,7.4,-5.8
1958-01-01,11.6,0.5,6.2,-5.6
1958-02-01,15.9,1.1,11.2,-6.9
1958-03-01,18.2,0.1,8.5,-6.3
1958-04-01,19.0,5.1,7.3,-1.6
1958-05-01,22.1,13.3,13.9,2.5
1958-06-01,25.9,13.9,14.0,6.3
1958-07-01,27.1,14.8,16.8,8.4
1958-08-01,28.8,16.1,17.3,8.7
1958-09-01,28.5,15.8,17.4,5.3
1958-10-01,19.5,6.6,13.4,3.1
1958-11-01,12.7,2.2,7.6,-2.4
1958-12-01,13.2,0.9,8.4,-4.6
1959-01-01,11.4,-0.5,5.8,-5.6
1959-02-01,18.1,-3.0,6.1,-6.0
1959-03-01,18.5,6.3,8.4,-1.5
1959-04-01,22.7,10.1,11.8,-1.0
1959-05-01,25.7,13.5,15.5,1.9
1959-06-01,28.2,15.9,15.3,6.3
1959-07-01,34.9,14.8,19.6,8.8
1959-08-01,28.2,16.4,17.1,7.8
1959-09-01,29.2,15.9,14.1,6.7
1959-10-01,24.3,7.3,12.1,0.2
1959-11-01,14.3,2.2,8.1,-1.5
1959-12-01,10.7,0.5,6.4,-2.4
1960-01-01,12.3,-5.9,8.5,-11.6
1960-02-01,19.6,0.4,10.5,-6.3
1960-03-01,15.9,3.7,8.0,-2.4
1960-04-01,21.2,6.5,11.0,-0.5
1960-05-01,25.2,10.7,13.5,0.6
1960-06-01,29.5,13.9,16.5,7.8
1960-07-01,24.0,16.3,15.2,5.6
1960-08-01,27.0,15.4,16.5,6.6
1960-09-01,24.9,11.6,14.1,3.6
1960-10-01,20.4,9.3,13.9,1.5
1960-11-01,15.7,6.2,10.7,-0.2
1960-12-01,12.3,-0.5,6.9,-3.1
1961-01-01,9.9,-3.4,7.1,-6.9
1961-02-01,17.6,4.5,8.3,-0.3
1961-03-01,20.2,6.6,9.1,-1.5
1961-04-01,21.1,10.1,12.3,4.5
1961-05-01,21.6,12.0,12.4,0.9
1961-06-01,28.6,10.4,14.3,6.3
1961-07-01,31.0,13.7,16.5,6.9
1961-08-01,28.8,16.6,17.0,7.0
1961-09-01,28.7,14.4,16.6,9.4
1961-10-01,22.5,9.7,14.6,4.1
1961-11-01,11.4,4.7,9.2,-2.9
1961-12-01,14.4,-3.8,11.5,-10.5
1962-01-01,11.7,-1.4,8.9,-7.3
1962-02-01,9.6,-0.6,5.3,-6.4
1962-03-01,12.9,0.2,5.8,-4.5
1962-04-01,22.4,6.2,10.1,1.3
1962-05-01,21.3,9.0,13.1,-0.3
1962-06-01,26.3,11.3,14.8,1.6
1962-07-01,26.1,14.0,15.1,6.1
1962-08-01,24.2,15.7,15.3,7.7
1962-09-01,29.0,11.7,15.3,4.2
1962-10-01,23.2,7.6,15.4,1.2
1962-11-01,14.6,0.7,9.2,-5.0
1962-12-01,11.2,-6.9,6.0,-11.1
1963-01-01,3.5,-8.5,0.5,-16.6
1963-02-01,5.3,-4.0,1.9,-10.7
1963-03-01,14.2,2.0,7.4,-4.6
1963-04-01,19.6,3.1,10.1,-1.3
1963-05-01,25.6,9.3,14.5,1.5
1963-06-01,26.3,12.3,14.6,5.9
1963-07-01,28.8,16.5,19.4,8.3
1963-08-01,27.8,14.8,18.4,7.1
1963-09-01,25.2,13.0,15.2,4.8
1963-10-01,18.2,5.5,11.6,0.7
1963-11-01,17.8,4.4,11.7,-1.5
1963-12-01,8.8,-4.0,2.3,-12.1
1964-01-01,7.6,-2.3,4.0,-6.7
1964-02-01,15.9,-0.5,8.0,-5.6
1964-03-01,14.4,-0.8,6.7,-6.2
1964-04-01,22.0,2.9,13.4,-1.4
1964-05-01,27.1,10.9,15.0,3.7
1964-06-01,28.8,13.6,14.3,5.1
1964-07-01,33.3,14.1,18.4,5.5
1964-08-01,32.0,14.6,18.0,6.0
1964-09-01,28.3,14.3,16.8,5.5
1964-10-01,19.9,6.4,9.7,-0.8
1964-11-01,14.5,3.4,9.8,-0.9
1964-12-01,12.0,-4.9,8.6,-10.8
1965-01-01,10.4,-1.4,6.7,-3.5
1965-02-01,7.7,0.0,3.4,-6.3
1965-03-01,20.4,-1.7,8.6,-6.5
1965-04-01,18.2,6.7,7.5,-1.2
1965-05-01,25.8,11.7,12.8,1.9
1965-06-01,25.9,13.3,13.7,7.5
1965-07-01,25.4,14.2,15.5,5.2
1965-08-01,26.7,15.3,16.3,7.2
1965-09-01,23.4,12.2,15.1,6.3
1965-10-01,24.2,11.4,12.7,1.3
1965-11-01,17.2,-1.3,8.2,-6.5
1965-12-01,13.0,0.3,10.4,-3.5
1966-01-01,13.0,-6.6,9.7,-13.9
1966-02-01,14.8,0.8,9.3,-3.4
1966-03-01,12.4,2.3,6.2,-2.1
1966-04-01,21.1,0.9,10.7,-1.6
1966-05-01,26.0,13.4,12.9,2.5
1966-06-01,29.6,12.3,18.0,7.7
1966-07-01,26.9,15.9,15.3,7.6
1966-08-01,30.7,15.4,16.6,6.7
1966-09-01,25.1,14.7,15.6,5.8
1966-10-01,21.8,8.1,15.4,-1.7
1966-11-01,16.8,1.2,10.7,-3.6
1966-12-01,11.1,1.5,6.9,-3.3
1967-01-01,14.1,-3.7,8.6,-8.8
1967-02-01,12.1,1.5,9.3,-4.2
1967-03-01,15.6,7.7,9.1,-0.3
1967-04-01,17.2,5.6,7.2,-1.0
1967-05-01,26.6,8.9,13.9,-0.5
1967-06-01,25.4,13.8,15.4,5.6
1967-07-01,31.7,16.3,18.5,7.4
1967-08-01,30.0,15.8,16.2,9.2
1967-09-01,25.7,13.0,15.1,6.4
1967-10-01,20.8,10.1,15.1,1.4
1967-11-01,12.2,2.1,6.9,-2.6
1967-12-01,12.5,-2.1,9.6,-8.4
1968-01-01,11.1,-3.1,7.7,-10.8
1968-02-01,8.8,-1.1,3.5,-5.3
1968-03-01,22.7,3.4,11.6,-2.2
1968-04-01,26.8,7.3,15.1,-2.2
1968-05-01,21.7,11.5,11.6,0.7
1968-06-01,27.3,13.0,14.5,5.9
1968-07-01,32.3,13.8,17.9,6.8
1968-08-01,25.6,16.6,16.1,8.0
1968-09-01,25.7,13.3,15.1,8.6
1968-10-01,19.8,9.6,14.3,5.2
1968-11-01,17.5,-1.8,13.2,-4.5
1968-12-01,11.1,-5.8,5.4,-11.8
1969-01-01,12.2,0.2,7.9,-2.7
1969-02-01,12.1,-3.5,5.1,-10.2
1969-03-01,14.4,1.8,7.5,-2.9
1969-04-01,22.4,6.7,9.7,-1.2
1969-05-01,29.6,8.1,16.9,2.8
1969-06-01,27.2,12.7,14.3,5.8
1969-07-01,30.4,14.0,18.7,7.4
1969-08-01,28.8,14.0,16.7,8.5
1969-09-01,25.9,12.5,16.0,4.1
1969-10-01,22.6,11.0,13.2,2.5
1969-11-01,15.0,0.8,13.0,-3.4
1969-12-01,7.7,-3.1,4.5,-7.7
1970-01-01,12.2,-6.0,7.4,-9.6
1970-02-01,10.7,0.9,6.3,-6.8
1970-03-01,12.9,1.3,6.7,-5.7
1970-04-01,16.8,5.0,10.1,-2.5
1970-05-01,23.2,11.1,12.2,0.7
1970-06-01,28.4,16.6,17.2,8.9
1970-07-01,29.3,13.9,16.3,7.9
1970-08-01,27.9,16.3,16.7,7.9
1970-09-01,24.4,14.0,14.8,5.9
1970-10-01,23.1,8.5,13.3,2.3
1970-11-01,14.7,5.8,10.7,-0.1
1970-12-01,10.9,-2.7,6.3,-9.9
1971-01-01,11.7,-3.5,6.1,-10.2
1971-02-01,11.7,0.5,6.0,-4.3
1971-03-01,13.1,-3.0,6.9,-10.1
1971-04-01,23.6,6.0,12.3,-0.1
1971-05-01,26.7,13.5,14.7,3.1
1971-06-01,26.3,11.4,15.7,5.6
1971-07-01,29.8,18.8,17.7,6.1
1971-08-01,27.2,17.4,16.5,10.3
1971-09-01,23.9,15.3,13.8,4.0
1971-10-01,21.7,9.5,12.4,0.3
1971-11-01,13.1,1.1,7.8,-3.6
1971-12-01,13.6,0.3,11.0,-1.9
1972-01-01,9.9,-4.6,6.5,-10.2
1972-02-01,13.6,2.0,5.8,-4.9
1972-03-01,18.9,2.7,8.1,-4.3
1972-04-01,16.4,5.9,8.9,-0.1
1972-05-01,22.4,7.2,11.0,3.6
1972-06-01,26.6,12.4,13.8,5.7
1972-07-01,31.8,14.8,19.9,8.5
1972-08-01,26.1,16.1,15.8,7.1
1972-09-01,21.9,12.2,13.5,4.2
1972-10-01,21.2,8.0,11.3,-0.1
1972-11-01,13.9,2.2,10.3,-0.5
1972-12-01,12.0,-1.4,8.7,-4.8
1973-01-01,9.2,0.6,6.4,-3.8
1973-02-01,9.3,2.6,6.5,-3.1
1973-03-01,18.5,5.0,6.0,-2.0
1973-04-01,17.7,6.5,7.7,-1.4
1973-05-01,23.7,9.5,12.7,3.0
1973-06-01,29.8,14.9,19.4,6.5
1973-07-01,30.9,15.2,17.4,9.1
1973-08-01,29.6,19.1,17.8,9.4
1973-09-01,29.5,11.9,17.3,6.5
1973-10-01,22.0,9.1,11.9,0.9
1973-11-01,15.9,1.6,8.9,-4.4
1973-12-01,11.3,-6.1,6.5,-10.4
1974-01-01,13.1,0.5,7.9,-4.4
1974-02-01,13.5,2.3,8.3,-2.7
1974-03-01,18.1,3.3,8.3,-1.5
1974-04-01,21.2,9.7,10.3,1.8
1974-05-01,23.4,8.6,11.0,0.1
1974-06-01,25.6,11.4,14.8,5.6
1974-07-01,23.5,13.4,13.8,7.6
1974-08-01,30.0,15.9,18.3,7.2
1974-09-01,26.5,10.8,15.1,3.1
1974-10-01,13.1,5.4,8.0,1.0
1974-11-01,14.3,6.2,11.6,-0.1
1974-12-01,13.6,5.3,10.0,0.7
1975-01-01,14.1,4.1,9.1,-1.8
1975-02-01,12.8,4.5,7.3,-3.3
1975-03-01,13.4,1.9,6.9,-1.5
1975-04-01,22.3,2.7,10.6,-1.4
1975-05-01,22.7,11.9,11.5,2.6
1975-06-01,27.1,11.7,15.4,1.8
1975-07-01,30.0,17.9,16.7,6.4
1975-08-01,33.7,18.1,19.9,9.1
1975-09-01,22.7,15.3,16.1,8.0
1975-10-01,18.8,4.9,10.4,0.5
1975-11-01,15.6,1.1,7.5,-4.5
1975-12-01,9.9,-4.2,5.8,-7.3
1976-01-01,11.4,-3.6,8.8,-9.7
1976-02-01,14.4,-2.7,7.0,-8.1
1976-03-01,13.4,0.2,4.9,-5.9
1976-04-01,20.9,8.4,8.5,-1.4
1976-05-01,29.9,12.5,15.8,2.8
1976-06-01,33.9,12.4,20.9,4.1
1976-07-01,34.7,13.9,19.1,9.1
1976-08-01,29.9,18.0,16.5,7.2
1976-09-01,22.5,14.3,14.9,7.1
1976-10-01,22.3,9.7,14.1,3.0
1976-11-01,12.1,2.8,7.7,-1.4
1976-12-01,8.5,-2.5,4.7,-10.6
1977-01-01,12.8,-0.6,7.0,-3.9
1977-02-01,13.0,0.6,7.5,-3.6
1977-03-01,17.8,4.9,9.7,-2.7
1977-04-01,17.2,6.0,9.3,-2.5
1977-05-01,25.6,9.0,12.8,3.4
1977-06-01,29.6,13.1,14.3,6.4
1977-07-01,27.6,15.7,16.9,6.6
1977-08-01,24.3,13.6,15.2,9.2
1977-09-01,22.6,12.7,14.2,3.7
1977-10-01,21.7,11.4,14.7,3.9
1977-11-01,17.2,0.9,11.1,-3.1
1977-12-01,14.8,2.7,8.3,-3.1
1978-01-01,7.6,1.9,3.7,-2.6
1978-02-01,15.2,-2.2,9.2,-8.3
1978-03-01,15.9,5.5,7.8,-2.0
1978-04-01,20.7,4.4,9.8,-1.6
1978-05-01,26.4,10.0,14.3,5.4
1978-06-01,27.5,12.7,16.9,5.6
1978-07-01,31.1,14.1,19.2,7.4
1978-08-01,25.9,14.1,14.9,6.0
1978-09-01,21.3,10.5,14.8,4.3
1978-10-01,23.1,8.9,13.5,1.5
1978-11-01,14.0,-0.7,9.4,-4.9
1978-12-01,14.8,-8.1,9.5,-13.5
1979-01-01,4.4,-7.7,1.1,-14.3
1979-02-01,8.5,-3.4,5.7,-7.5
1979-03-01,13.7,3.3,8.6,-2.0
1979-04-01,21.0,5.6,11.0,-1.2
1979-05-01,26.9,7.4,16.2,-0.4
1979-06-01,26.8,13.8,17.8,6.9
1979-07-01,28.4,16.1,17.5,8.2
1979-08-01,26.0,16.9,16.8,7.4
1979-09-01,27.8,14.5,16.1,2.7
1979-10-01,23.1,8.2,14.7,0.6
1979-11-01,13.2,3.5,8.1,-1.0
1979-12-01,13.6,-0.1,9.6,-2.0
1980-01-01,11.1,-2.2,4.9,-8.2
1980-02-01,13.3,2.2,7.9,-0.9
1980-03-01,15.5,2.7,7.3,-2.2
1980-04-01,22.1,6.5,9.9,0.6
1980-05-01,23.6,8.0,10.7,3.1
1980-06-01,27.2,13.6,16.8,6.7
1980-07-01,28.6,12.5,17.6,7.3
1980-08-01,29.9,14.9,16.3,7.2
1980-09-01,25.9,15.8,16.9,7.7
1980-10-01,19.1,7.6,11.7,0.3
1980-11-01,15.1,-2.3,11.0,-5.8
1980-12-01,12.7,-0.9,9.4,-6.2
1981-01-01,10.5,0.1,6.5,-4.7
1981-02-01,10.3,0.5,7.7,-6.1
1981-03-01,19.6,1.6,12.8,-0.3
1981-04-01,21.0,7.9,12.8,-0.2
1981-05-01,28.0,8.8,15.4,-1.4
1981-06-01,26.2,11.1,15.6,6.9
1981-07-01,29.7,14.5,18.9,8.8
1981-08-01,29.6,16.2,19.5,8.2
1981-09-01,25.7,15.4,14.9,6.8
1981-10-01,19.7,7.7,10.5,1.6
1981-11-01,16.4,3.5,12.1,-3.6
1981-12-01,9.8,-4.4,5.7,-8.3
1982-01-01,12.1,-6.9,8.9,-12.0
1982-02-01,13.4,0.1,6.6,-4.1
1982-03-01,17.2,5.6,6.1,-2.0
1982-04-01,20.5,6.3,9.2,-0.5
1982-05-01,26.4,9.1,14.0,0.7
1982-06-01,28.1,15.1,17.4,5.3
1982-07-01,31.6,17.4,19.1,9.3
1982-08-01,28.7,17.5,18.2,9.3
1982-09-01,27.6,16.0,16.1,6.1
1982-10-01,19.3,9.2,11.0,4.7
1982-11-01,17.2,4.2,12.2,0.2
1982-12-01,12.7,1.4,5.9,-3.3
1983-01-01,12.9,1.0,9.0,-4.1
1983-02-01,10.8,-2.0,5.1,-6.1
1983-03-01,15.6,5.0,8.8,0.2
1983-04-01,20.0,3.1,11.1,-0.6
1983-05-01,23.2,9.6,12.4,5.5
1983-06-01,27.2,15.9,15.9,6.2
1983-07-01,31.9,18.7,19.8,10.1
1983-08-01,30.2,17.3,18.4,8.8
1983-09-01,25.3,11.8,15.9,6.5
1983-10-01,25.4,9.0,16.8,-1.3
1983-11-01,18.4,2.3,12.3,-6.6
1983-12-01,13.4,0.3,9.1,-4.0
1984-01-01,11.1,1.6,6.4,-3.2
1984-02-01,9.8,-0.8,5.1,-5.1
1984-03-01,11.8,2.3,5.2,-2.4
1984-04-01,23.0,3.0,12.4,0.3
1984-05-01,19.7,8.5,10.9,3.3
1984-06-01,28.2,12.2,16.0,5.8
1984-07-01,33.0,13.7,19.1,4.4
1984-08-01,29.4,18.8,17.0,10.2
1984-09-01,27.4,10.4,16.8,6.8
1984-10-01,19.0,11.8,13.4,4.0
1984-11-01,18.4,6.8,12.2,1.6
1984-12-01,14.0,1.9,8.0,-2.6
1985-01-01,9.2,-8.7,6.9,-16.8
1985-02-01,12.3,-5.6,7.6,-12.0
1985-03-01,14.0,0.6,8.3,-3.4
1985-04-01,24.3,7.4,10.4,-1.3
1985-05-01,29.0,9.0,15.2,4.2
1985-06-01,29.7,11.2,16.6,4.9
1985-07-01,29.2,17.3,18.5,8.7
1985-08-01,28.8,16.6,15.9,8.5
1985-09-01,26.8,15.7,15.6,5.0
1985-10-01,26.6,2.7,17.2,0.3
1985-11-01,16.0,-2.3,11.5,-4.4
1985-12-01,14.6,-1.5,11.2,-5.8
1986-01-01,10.0,-1.0,5.1,-5.0
1986-02-01,3.2,-5.7,0.8,-10.7
1986-03-01,17.8,0.7,7.2,-5.4
1986-04-01,16.2,2.5,8.2,-4.7
1986-05-01,26.7,13.9,13.5,3.6
1986-06-01,30.0,11.4,18.8,7.0
1986-07-01,29.8,16.7,16.7,8.7
1986-08-01,34.0,15.3,15.0,7.1
1986-09-01,19.3,10.9,12.2,4.5
1986-10-01,23.8,10.7,14.4,3.3
1986-11-01,16.3,6.0,10.8,-1.2
1986-12-01,13.1,-0.5,9.8,-3.8
1987-01-01,10.6,-9.7,6.4,-13.5
1987-02-01,12.4,-0.8,7.7,-7.0
1987-03-01,13.9,-2.2,9.0,-7.0
1987-04-01,24.6,8.2,15.2,3.0
1987-05-01,23.8,8.6,12.1,2.3
1987-06-01,30.3,12.6,18.2,6.8
1987-07-01,29.0,15.6,17.7,6.9
1987-08-01,30.5,14.6,18.0,5.9
1987-09-01,27.3,12.5,17.9,5.0
1987-10-01,20.6,10.7,13.8,3.2
1987-11-01,13.9,2.9,8.9,-1.4
1987-12-01,14.5,-2.0,10.3,-8.5
1988-01-01,12.8,4.0,8.3,-0.2
1988-02-01,13.0,2.0,5.0,-0.4
1988-03-01,13.8,2.8,9.1,-1.6
1988-04-01,24.8,6.7,12.9,-1.8
1988-05-01,25.3,10.7,16.0,3.9
1988-06-01,25.7,14.6,14.9,6.8
1988-07-01,28.2,13.8,18.3,10.0
1988-08-01,28.4,16.5,18.9,8.3
1988-09-01,24.3,13.8,14.7,4.5
1988-10-01,21.2,8.8,14.0,-0.1
1988-11-01,14.6,0.8,12.5,-5.9
1988-12-01,12.2,3.8,9.0,1.4
1989-01-01,10.9,1.2,8.0,-1.6
1989-02-01,13.9,0.7,10.3,-1.0
1989-03-01,21.7,8.1,9.7,-1.3
1989-04-01,16.2,4.0,9.3,-0.7
1989-05-01,28.7,14.2,15.4,4.9
1989-06-01,28.8,12.6,16.5,4.3
1989-07-01,35.7,16.7,20.9,7.8
1989-08-01,30.3,16.5,17.8,8.3
1989-09-01,27.3,14.8,16.9,6.6
1989-10-01,21.4,12.0,14.5,4.6
1989-11-01,15.9,0.3,10.6,-4.8
1989-12-01,16.7,0.7,11.6,-3.4
1990-01-01,13.4,0.5,9.4,-1.8
1990-02-01,18.3,6.2,11.0,-0.2
